id,evaluation_axes_id,main_goal_id,sub_goal_id,skills_analysis,required
629,12,29,141,يأتي إلى مقدمة المجموعة بدافع لفظي واحد (O),0
630,12,29,141,يستخدم المرحاض ويغسل يديه بالدافع اللفظي (E),1
631,12,29,142,يرفع يده ليأخذ دوره في المجموعة (O),0
632,12,29,142,يستخدم مواد الغرفة الصفية لما صمّمت له (O),0
633,12,29,142,يضع الألعاب والأدوات بعيدًا عندما يطلب منه ذلك (O),0
634,12,29,142,يبقى في المهمة لدقيقة واحدة خلال النشاط الفني عندما تبتعد المعلمة عن الطاولة (O),1
635,12,29,143,يحصل على المواد الضرورية لإكمال النشاط عندما يتم حثه لفظيًا (O),0
636,12,29,143,ينتقل بشكل مستقل بين أنشطة الغرفة الصفية بدافع لفظي جماعي (O),0
637,12,29,143,يستجيب للأسئلة الجماعية بدون دافع مباشر (O),1
638,12,29,143,يطلب استخدام المرحاض وبأقل الحوادث العرضية (O),0
639,12,29,144,يأخذ دوره ويشارك المواد مع الأقران (O),0
640,12,29,144,يميز ويتّبع إرشادات جماعية من جزأين (O),1
641,12,29,144,يلتزم بقواعد السلامة في الغرفة الصفية (O),0
642,12,29,144,يقود نشاطين جماعيين مختلفين يشمل 3 أطفال آخرين (O),0
643,12,29,144,يطلب نشاط محدد من المجموعة (O),0
644,12,29,144,يساعد في ترتيب الأدوات بعد النشاط بدافع لفظي واحد (O),0
645,12,29,145,يركز على المهمة بالرغم من الإزعاج في الغرفة (O),0
646,12,29,145,يعتني بنفسه بدون دافع (O),0
647,12,29,145,يتفاعل لفظيًا مع الأقران 3 مرات في نشاط جماعي على الطاولة (O),1
648,12,29,145,يرجع إلى مقعده عندما ينتهي دوره بدون دافع (O),0
649,12,29,145,يبقي يديه جانبًا عندما يكون في المجموعة (O),0
650,12,29,145,يرفع يده عندما يكون يعرف الإجابة الصحيحة لسؤال خلال النشاط الجماعي (O),0
651,12,29,145,يكمل بشكل مستقل ورقتي عمل بدون دافع عندما يجلس على الطاولة مع ثلاثة أطفال آخرين (O),0
652,12,29,145,يجلس على شكل صفوف المدرسة لعشرين دقيقة بدون سلوك مضطرب (O),0
654,13,30,147,يستخدم كلمات مفهومة بشكل متكرر أكثر من الكلام غير المفهوم(O),1
655,13,30,147,يصدر مقاطع يكون من 2-3 كلمة بدون أن يفهم كل كلمة لوحدها(O),0
656,13,30,147,لديه مجموع مفردات المتحدث بحجم 50 كلمة(باستثناء المصادأة)(O),1
657,13,30,148,يصدر طلب من كلمتين للتكرار(O),0
658,13,30,148,"يصدر طلب من كلمتين ( اسم-فعل, فعل-اسم)(E)",1
659,13,30,148,يعدل درجة صوته حسب الطلب(O),0
660,13,30,148,"يصادي 10 تنغيم ,إيقاعات, درجات صوت(O)",1
661,13,30,149,يصدر بشكل ثابت الحروف الساكنة في الكلمات(O),1
662,13,30,149,يصدر طلب يحتوي ضمائر الملكية من كلمتين (E),0
663,13,30,149,يصدر تسمية للموقع من كلمتين(E),0
664,13,30,149,يصدر طلب من كلمتين للرفض(O),0
665,13,30,149,يربط كلمتين معا ليصنع كلمة أو مقطعا جديدا(O),0
666,13,30,150,يصادي معظم الكلمات أو كلمات مقاربة حسب الطلب ولكن يبقى لديه بعض الأخطاء في النطق (E),1
667,13,30,150,يفهم الغرباء على الأقل ما نسبته 50% من الكلمات الصادرة من الطفل (E),0
668,13,30,150,يصدر حجم مفردات مستمع كلي يتكون من 400 كلمة (E),1
669,13,30,150,يصدر مقاطع متوسط طولها 2.5 مورفيم (E),0
670,13,31,151,يصدر أفعال المساعدة في مقاطع الطلب أو التسمية (هل تسمح هل أستطيع) (O),1
671,13,31,151,المقاطع الصادرة من الطفل في يوم واحد تشمل العديد من الكلمات الصغيرة التي لم يتعلم عليها بشكل مباشر ولكنها تبدو ولائمة للسياق (O),1
672,13,31,151,يستخدم أدوات الجمع المختلفة مثل نون النسوة،جمع المثنى،جمع التكسير (O),1
673,13,31,151,يستخدم الجمع غير القياسي بشكل صحيح مثل قمر،أقمار (E),0
674,13,31,152,"يستخدم is, am بشكل ملائم مع الأفعال (E)",0
675,13,31,152,يصدر أدوات الربط لوصل الكلمات والمقاطع (O),0
676,13,31,152,يصدر بعض صيغ أفعال الماضي غير القياسية بشكل ملائم (E),0
677,13,31,152,يصدر تصريف الفعل المضارع المستمر (O),0
678,13,31,153,يتحدث في جمل تتكون من 3-5 كلمات (O),1
679,13,31,153,يصدر مقاطع ظرفية مكانية ولكن لا يمكن التفريق بين أزواج الظروف (على مقابل تحت،في مقابل خارج) (E),1
680,13,31,153,يصدر صفات ليعدل الأسماء (O),1
681,13,31,153,يصدر اختصارات للطلب والتسمية والمحادثة (O),0
682,13,31,153,يصدر ضمائر لتعديل الأسماء (O),1
683,13,31,154,الصفات غالبًا تسبق الأسماء عندما يكون ذلك ملائمًا (O),0
684,13,31,154,الأفعال تتوافق مع جنس الفاعل (O),0
685,13,31,154,الأفعال تتوافق مع الفاعل في العدد (O),0
686,13,31,154,يصدر تصريف صفات بملاحق المقارنة (أكبر،أصغر) (E),0
687,13,31,154,يصدر أحوالًا لتعديل الأفعال (اذهب سريعًا) (E),1
688,13,31,155,يصدر مقاطع لفظية واسمية مختلفة مربوطة بأدوات الربط (O),1
689,13,31,155,يظهر متوسط للكلام يتكون من 5 مورفيمات (O),0
690,13,31,155,الضمائر تتفق مع الجنس (O),0
691,13,31,155,الضمائر تتفق مع العدد (O),0
692,13,31,155,يستخدم القياس في الجمل (دائمًا ، أبدًا ، أحيانًا) (O),0
693,13,31,155,يستخدم أدوات إيضاح في الجملة (ذلك لأن) (O),0
694,13,31,155,يصدر كلمات تصف حالة التأكد في الكلمات الأخرى (أعتقد،متأكد،ممكن) (O),0
695,14,32,156,يقلب الصفحات وينظر إليها في الكتاب لمدة 30 ثانية (TO:30sec),0
696,14,32,156,يطلب أن يقرأ له أحدهم قصص من الكتب (O),0
697,14,32,156,يلمس الصور في الكتاب التي تتوافق مع القصة (E),0
698,14,32,157,يكمل أحجية تركيب للأحرف بدون دوافع (E),0
699,14,32,157,يسرد 5 حروف هجائية مع دافع البداية (T),0
700,14,32,157,لديه كتاب مفضل يستطيع أن يعطينا اسمه عندما يرى صورة الغلاف (O),0
701,14,32,157,يسمي الصور في الكتاب عندما يقرأ له أحد الكبار القصة (E),0
702,14,32,157,يطابق مع العينة كل الأحرف الكبيرة (T),0
703,14,32,158,يسرد أو يغني الأحرف الهجائية كاملة بالدافع اللفظي فقط (T),0
704,14,32,158,يطلب معرفة ماذا تحكي الكلمات المكتوبة (O),0
705,14,32,158,يتظاهر بقراءة كتاب (O),0
706,14,32,158,يميز كمستمع اسمه الخاص من مجموعة تتكون من 3 أشماء مكتوبة (T),0
707,14,32,158,ينظر إلى الكلمات المكتوبة أكثر من الصور عندما يقرأ له أحدهم القصة (O),0
708,14,32,159,يميز بين معظم الأحرف الكبيرة (T),0
709,14,32,159,يطابق 5 بطاقات كلمات مع نفس الكلمات مكتوبة على ورقة (T),0
710,14,32,159,يعطينا اسم الحرف عندما يسمع صوته 5 مرات ويعطينا صوت الحرف عندما يسمع اسمه 5 مرات (T),0
711,14,32,159,يتذكر بالمحادثة 3 قصص سمعها (E),0
712,14,32,159,يظهر تعميم لتمييز المستمع والتسمية لثلاث مجموعات مختلفة من الأحرف الكبيرة (T),0
713,14,32,160,يشير إذا كانت الكلمتان على نفس الوزن وذلك لعشر أوزان(T),0
714,14,32,160,يسمي معظم الحروف (T),0
715,14,32,160,يطابق عشر أحرف صغيرة مع الأحرف الكبيرة (T),0
716,14,32,160,يميز كمستمع بين الأحرف والأرقام (T),0
717,14,32,160,يهجئ اسمه الخاص بدون دوافع (T),0
718,14,32,160,يختار الكلمة المكتوبة الصحيحة من مجموعة تتكون من ثلاث كلمات وذلك لخمس كلمات مختلفة (T),0
719,15,33,161,يستخدم أدوات كتابة على الورق واللوح الأبيض عندما يتم حثه (T),1
720,15,33,161,يخربش بشكل مستقل على الورق واللوح الأبيض (O),1
721,15,33,161,يظهر سيطرة اليد اليمنى على اليد اليسرى (E),0
722,15,33,161,يقلد حركة الأقلام الأفقية لرسم الخطوط إلى الأمام والخلف (T),1
723,15,33,161,يقلد حركة الأقلام العمودية لرسم الخطوط إلى الأعلى والأسفل (T),1
724,15,33,161,يقلد حركة الأقلام لرسم الدوائر الصغيرة والكبيرة (T),1
725,15,33,161,يقلد حركة الأقلام لرسم الخطوط المنحنية والمائلة (T),1
726,15,33,162,يظهر مسكه جيدة لأدوات الكتابة (E),1
727,15,33,162,يقلد رسم المربع والمثلث (T),1
728,15,33,162,يتتبع ثلاثة أشكال مختلفة ولا يتجاوز مسافة 1 إنش من الخطوط (T),1
729,15,33,162,ينسخ ثلاثة أشكال مختلفة عندما يعطى عينة (T),1
730,15,33,162,يرسم خط على الورقة من النقطة أ إلى النقطة ب ولا يتجاوز مسافة 1 إنش من المركز و 6 إنش من الممر المنحني (T),0
731,15,33,162,ينسخ خمسة خطوط وأشكال مختلفة (T),0
732,15,33,163,ينسخ أربع أرقام أو أحرف (T),1
733,15,33,163,يربط بشكل مستقل أشكال ليصنع صورة (T),0
734,15,33,163,يرسم بشكل مستقل شخص مع أربع أجزاء من جسده واضحة (T),0
735,15,33,163,يتتبع اسمه على ورقة ويبقى ضمن مسافة 1/2 إنش من الأحرف (T),1
736,15,33,164,ينسخ اسمه بشكل واضح على ورقة مسطرة (T),1
737,15,33,164,يلون صور في كتاب التلوين ويبقى ضمن الخطوط (T),0
738,15,33,164,ينسخ الأرقام 1-10 بشكل مقروء على ورقة مسطرة (T),1
739,15,33,164,ينسخ عشر أحرف كبيرة وعشر أحرف صغيرة بشكل مقروء على ورقة مسطرة (T),1
740,15,33,165,يرسم صور مفهومة لثلاثة مواد مختلفة (T),0
741,15,33,165,يكتب عشر حروف وأرقام بشكل مقروء عندما يتم تمليته (T),0
742,15,33,165,ينسخ كلمات بسيطة بشكل مقروء (T),1
743,16,34,166,يعد بشكل روتيني حتى الرقم 5 بوجود دافع لفظي للبداية (T),1
744,16,34,166,يرتب الأشياء حسب حجمها (T),0
745,16,34,166,يميز بين مادة ومادتين كمستمع (T),0
746,16,34,166,يميز بين مادة ومادتين في الطلب (E),0
747,16,34,166,يطابق مع العينة الأرقام 1-10 (T),0
748,16,34,167,يميز بين مادة ومادتين في التسمية (T),0
749,16,34,167,يؤشر بأصابعه عن الرقم الصحيح من 1-5 (T),0
750,16,34,167,يميز بين مادة ومادتين و 3 مواد كمستمع (T),1
751,16,34,167,يعد مادتين بالتوافق 1:1 (T),1
752,16,34,168,يعطي عمره عندما يطلب منه ذلك (T),0
753,16,34,168,يعد حتى 3 مواد بعد إعطائه الدافع اللفظي كم عددها؟ (T),1
754,16,34,168,يحدد كمستمع عدد المواد (T),1
755,16,34,168,يظهر تأكيدًا في العد للأرقام 1-3 (T),0
756,16,34,169,يسمي بشكل صحيح مجموعة من 1-3 مواد ب1،2،3 (T),1
757,16,34,169,يحدد كمستمع مجموعة من المواد بأقل أو أكثر خلال المقارنة (T),1
758,16,34,169,يحدد كمستمع إذا كان الصندوق فارغًا أو ممتلئًا (T),1
759,16,34,169,يحدد كمستمع إذا كانت المادة أكبر أو أصغر خلال المقارنة (T),1
760,16,34,169,يحدد كمستمع إذا كانت المادة أطول أو أقصر خلال المقارنة (T),1
761,16,34,170,يطبق حركة محددة عند كل رقم حتى يصل إلى الرقم 5 (T),0
762,16,34,170,يكمل نمط متسلسل يشمل عنصرين (T),0
763,16,34,170,يحدد بشكل صحيح المصطلحات الأول والأخير (T),0
764,16,34,170,يحدد بشكل صحيح كمستمع ويسمي أوقات الصباح والليل (T),0
765,16,34,170,يستجيب لفظيًّا لأي رقم سيكون التالي من الأرقام 1-9 (T),0
766,16,34,170,يحدد بشكل صحيح 3 عملات ويقول ماذا سيفعل بهذه النقود (T),0
